subjectID,color,size_delta,contrast,response
S6,FALSE,70,positive,1
S6,TRUE,-40,positive,0
S6,TRUE,30,positive,0
S6,FALSE,-40,positive,0
S6,FALSE,60,positive,1
S6,FALSE,70,positive,1
S6,TRUE,60,positive,1
S6,TRUE,70,positive,1
S6,TRUE,50,positive,1
S6,FALSE,20,positive,1
S6,TRUE,-40,positive,1
S6,TRUE,-20,positive,1
S6,TRUE,40,positive,1
S6,FALSE,-40,positive,0
S6,FALSE,-80,positive,0
S6,TRUE,20,positive,1
S6,FALSE,-40,positive,0
S6,FALSE,-60,positive,0
S6,TRUE,50,positive,1
S6,FALSE,70,positive,1
S6,TRUE,10,positive,1
S6,FALSE,-10,positive,1
S6,TRUE,70,positive,1
S6,TRUE,-70,positive,0
S6,FALSE,70,positive,1
S6,TRUE,-0,positive,1
S6,FALSE,80,positive,1
S6,FALSE,10,positive,0
S6,FALSE,-30,positive,0
S6,FALSE,-80,positive,0
S6,TRUE,40,positive,0
S6,TRUE,-0,positive,0
S6,FALSE,-70,positive,0
S6,FALSE,60,positive,1
S6,FALSE,-60,positive,1
S6,TRUE,-0,positive,1
S6,FALSE,-40,positive,0
S6,TRUE,-80,positive,0
S6,TRUE,-70,positive,0
S6,FALSE,50,positive,1
S6,TRUE,40,positive,1
S6,TRUE,-60,positive,0
S6,FALSE,10,positive,1
S6,TRUE,80,positive,1
S6,TRUE,10,positive,1
S6,TRUE,10,positive,0
S6,FALSE,50,positive,1
S6,FALSE,-50,positive,0
S6,FALSE,-80,positive,0
S6,FALSE,50,positive,1
S6,FALSE,80,positive,1
S6,FALSE,60,positive,1
S6,FALSE,-50,positive,0
S6,TRUE,80,positive,1
S6,TRUE,-30,positive,0
S6,TRUE,30,positive,1
S6,FALSE,-20,positive,1
S6,FALSE,-0,positive,0
S6,TRUE,0,positive,1
S6,FALSE,-20,positive,0
S6,TRUE,70,positive,1
S6,FALSE,-20,positive,0
S6,FALSE,70,positive,1
S6,TRUE,-20,positive,1
S6,FALSE,20,positive,1
S6,FALSE,-70,positive,0
S6,FALSE,40,positive,1
S6,FALSE,-70,positive,0
S6,TRUE,-30,positive,1
S6,TRUE,-60,positive,0
S6,FALSE,20,positive,0
S6,TRUE,-0,positive,1
S6,TRUE,-20,positive,1
S6,TRUE,60,positive,1
S6,FALSE,-20,positive,0
S6,TRUE,50,positive,1
S6,FALSE,30,positive,1
S6,TRUE,40,positive,1
S6,TRUE,50,positive,1
S6,TRUE,-50,positive,0
S6,TRUE,-70,positive,0
S6,FALSE,60,positive,1
S6,FALSE,-80,positive,0
S6,FALSE,-60,positive,0
S6,FALSE,-70,positive,0
S6,TRUE,70,positive,1
S6,FALSE,0,positive,1
S6,FALSE,40,positive,1
S6,FALSE,-60,positive,0
S6,FALSE,20,positive,0
S6,TRUE,10,positive,1
S6,FALSE,50,positive,1
S6,TRUE,20,positive,0
S6,TRUE,-30,positive,1
S6,FALSE,-20,positive,0
S6,TRUE,10,positive,1
S6,FALSE,-80,positive,0
S6,TRUE,60,positive,1
S6,TRUE,10,positive,1
S6,FALSE,30,positive,1
S6,TRUE,40,positive,1
S6,TRUE,30,positive,1
S6,FALSE,70,positive,0
S6,TRUE,60,positive,1
S6,FALSE,-20,positive,1
S6,FALSE,0,positive,0
S6,TRUE,20,positive,1
S6,TRUE,70,positive,1
S6,FALSE,-50,positive,0
S6,TRUE,-80,positive,0
S6,FALSE,60,positive,1
S6,FALSE,-20,positive,1
S6,TRUE,60,positive,1
S6,TRUE,10,positive,0
S6,FALSE,50,positive,1
S6,TRUE,-30,positive,0
S6,FALSE,60,positive,1
S6,FALSE,-50,positive,0
S6,FALSE,-50,positive,0
S6,TRUE,-40,positive,0
S6,FALSE,60,positive,1
S6,FALSE,-10,positive,1
S6,FALSE,70,positive,1
S6,FALSE,0,positive,1
S6,TRUE,10,positive,0
S6,FALSE,50,positive,1
S6,TRUE,0,positive,1
S6,TRUE,0,positive,0
S6,TRUE,0,positive,0
S6,TRUE,70,positive,1
S6,FALSE,40,positive,1
S6,TRUE,-80,positive,0
S6,TRUE,10,positive,1
S6,FALSE,-0,positive,0
S6,FALSE,-0,positive,0
S6,TRUE,-10,positive,1
S6,FALSE,-0,positive,1
S6,FALSE,-30,positive,0
S6,TRUE,10,positive,1
S6,FALSE,-70,positive,0
S6,FALSE,-0,positive,0
S6,FALSE,60,positive,1
S6,TRUE,80,positive,1
S6,FALSE,-30,positive,0
S6,TRUE,0,positive,1
S6,FALSE,60,positive,0
S6,FALSE,-40,positive,0
S6,FALSE,-20,positive,0
S6,FALSE,30,positive,1
S6,TRUE,0,positive,0
S6,FALSE,-40,positive,0
S6,TRUE,-10,positive,1
S6,TRUE,-80,positive,1
S6,TRUE,70,positive,1
S6,TRUE,80,positive,1
S6,FALSE,30,positive,0
S6,TRUE,-80,positive,0
S6,TRUE,-0,positive,1
S6,FALSE,70,positive,1
S6,TRUE,30,positive,1
S6,TRUE,60,positive,1
S6,FALSE,-40,positive,0
S6,TRUE,-40,positive,0
S6,TRUE,-50,positive,1
S6,TRUE,50,positive,1
S6,TRUE,30,positive,1
S6,FALSE,50,positive,1
S6,TRUE,20,positive,1
S6,FALSE,20,positive,1
S6,FALSE,-80,positive,0
S6,TRUE,-10,positive,1
S6,FALSE,-70,positive,0
S6,FALSE,-50,positive,0
S6,FALSE,40,positive,1
S6,FALSE,60,positive,1
S6,FALSE,-30,positive,0
S6,FALSE,-40,positive,0
S6,TRUE,0,positive,0
S6,FALSE,10,positive,1
S6,TRUE,-0,positive,1
S6,TRUE,-70,positive,0
S6,FALSE,-50,positive,0
S6,FALSE,60,positive,1
S6,TRUE,-70,positive,0
S6,FALSE,30,positive,1
S6,TRUE,30,positive,0
S6,TRUE,-80,positive,0
S6,TRUE,-10,positive,1
S6,FALSE,-20,positive,0
S6,TRUE,40,positive,1
S6,TRUE,-20,positive,1
S6,TRUE,20,positive,1
S6,FALSE,60,positive,1
S6,TRUE,-30,positive,0
S6,FALSE,-10,positive,1
S6,TRUE,30,positive,1
S6,TRUE,-10,positive,1
S6,FALSE,0,positive,1
S6,TRUE,-60,positive,0
S6,TRUE,-30,positive,0
S6,TRUE,10,positive,0
S6,FALSE,0,positive,1
S6,TRUE,-40,positive,0
S6,FALSE,-70,positive,0
S6,TRUE,80,positive,1
S6,FALSE,-10,positive,1
S6,FALSE,-0,positive,1
S6,FALSE,30,positive,1
S6,FALSE,0,positive,1
S6,FALSE,-40,positive,0
S6,FALSE,0,positive,1
S6,FALSE,0,positive,1
S6,FALSE,70,positive,1
S6,FALSE,80,positive,1
S6,TRUE,-20,positive,0
S6,TRUE,60,positive,1
S6,FALSE,30,positive,0
S6,TRUE,-50,positive,0
S6,FALSE,50,positive,1
S6,TRUE,-10,positive,0
S6,TRUE,40,positive,1
S6,FALSE,40,positive,0
S6,TRUE,10,positive,0
S6,FALSE,-30,positive,0
S6,TRUE,-0,positive,0
S6,FALSE,30,positive,1
S6,TRUE,-30,positive,0
S6,FALSE,-40,positive,0
S6,FALSE,-70,positive,0
S6,TRUE,-30,positive,0
S6,FALSE,0,positive,0
S6,FALSE,-30,positive,0
S6,TRUE,60,positive,1
S6,FALSE,-10,positive,1
S6,FALSE,-60,positive,0
S6,TRUE,30,positive,1
S6,FALSE,-30,positive,0
S6,TRUE,-20,positive,1
S6,TRUE,0,positive,0
S6,FALSE,30,positive,0
S6,FALSE,-10,positive,0
S6,TRUE,10,positive,0
S6,TRUE,40,positive,1
S6,TRUE,-50,positive,0
S6,TRUE,-70,positive,0
S6,FALSE,-40,positive,0
S6,TRUE,-30,positive,0
S6,TRUE,40,positive,1
S6,TRUE,-50,positive,0
S6,FALSE,0,positive,1
S6,TRUE,80,positive,1
S6,TRUE,70,positive,1
S6,FALSE,-20,positive,1
S6,TRUE,-10,positive,1
S6,FALSE,50,positive,1
S6,FALSE,50,positive,1
S6,TRUE,10,positive,0
S6,FALSE,-0,positive,0
S6,FALSE,30,positive,1
S6,TRUE,-70,positive,0
S6,FALSE,-70,positive,0
S6,TRUE,50,positive,1
S6,FALSE,-50,positive,0
S6,FALSE,20,positive,0
S6,TRUE,60,positive,1
S6,FALSE,-60,positive,0
S6,FALSE,40,positive,0
S6,TRUE,0,positive,1
S6,TRUE,-10,positive,0
S6,FALSE,-80,positive,0
S6,TRUE,60,positive,1
S6,FALSE,-70,positive,0
S6,TRUE,50,positive,1
S6,FALSE,-60,positive,0
S6,FALSE,-10,positive,0
S6,TRUE,-40,positive,1
S6,TRUE,-30,positive,1
S6,FALSE,-20,positive,0
S6,TRUE,-50,positive,1
S6,TRUE,-10,positive,0
S6,FALSE,50,positive,1
S6,FALSE,60,positive,1
S6,TRUE,20,positive,1
S6,TRUE,60,positive,1
S6,TRUE,10,positive,1
S6,FALSE,-20,positive,1
S6,TRUE,-0,positive,0
S6,FALSE,70,positive,1
S6,TRUE,30,positive,1
S6,TRUE,60,positive,1
S6,FALSE,-80,positive,0
S6,FALSE,-80,positive,0
S6,TRUE,-40,positive,1
S6,TRUE,-10,positive,0
S6,FALSE,-50,positive,0
S6,FALSE,-60,positive,0
S6,FALSE,20,positive,1
S6,TRUE,-70,positive,0
S6,FALSE,10,positive,1
S6,FALSE,80,positive,1
S6,TRUE,-50,positive,0
S6,TRUE,-70,positive,0
S6,FALSE,60,positive,1
S6,FALSE,-20,positive,1
S6,TRUE,-0,positive,0
S6,FALSE,70,positive,1
S6,FALSE,-60,positive,0
S6,TRUE,-60,positive,1
S6,TRUE,20,positive,1
S6,FALSE,-80,positive,0
S6,TRUE,70,positive,1
S6,TRUE,-30,positive,1
S6,TRUE,80,positive,1
S6,TRUE,-30,positive,0
S6,FALSE,-80,positive,0
S6,TRUE,30,positive,1
S6,FALSE,-20,positive,0
S6,TRUE,20,positive,1
S6,TRUE,80,positive,1
S6,FALSE,-0,positive,0
S6,FALSE,-0,positive,0
S6,FALSE,-10,positive,0
S6,TRUE,-50,positive,0
S6,TRUE,40,positive,1
S6,TRUE,-70,positive,0
S6,FALSE,-30,positive,0
S6,FALSE,-20,positive,0
S6,TRUE,10,positive,1
S6,TRUE,60,positive,1
S6,TRUE,0,positive,0
S6,TRUE,60,positive,1
S6,FALSE,80,positive,1
S6,TRUE,-10,positive,1
S6,TRUE,-30,positive,1
S6,FALSE,20,positive,1
S6,TRUE,80,positive,1
S6,TRUE,-60,positive,1
S6,FALSE,30,positive,1
S6,FALSE,-0,positive,0
S6,TRUE,-80,positive,1
S6,TRUE,-10,positive,1
S6,FALSE,-50,positive,0
S6,TRUE,30,positive,1
S6,FALSE,10,positive,1
S6,FALSE,50,positive,1
S6,FALSE,-20,positive,0
S6,TRUE,-30,positive,1
S6,FALSE,-50,positive,0
S6,FALSE,30,positive,0
S6,FALSE,-70,positive,0
S6,TRUE,-80,positive,0
S6,FALSE,-70,positive,1
S6,TRUE,80,positive,1
S6,FALSE,-20,positive,1
S6,FALSE,0,positive,1
S6,FALSE,60,positive,1
S6,FALSE,-80,positive,0
S6,TRUE,30,positive,1
S6,TRUE,50,positive,1
S6,FALSE,-0,positive,1
S6,FALSE,50,positive,1
S6,FALSE,40,positive,1
S6,FALSE,30,positive,0
S6,TRUE,10,positive,1
S6,FALSE,-10,positive,0
S6,TRUE,-10,positive,1
S6,TRUE,-40,positive,1
S6,FALSE,10,positive,0
S6,TRUE,60,positive,1
S6,FALSE,20,positive,1
S6,TRUE,-20,positive,0
S6,TRUE,10,positive,1
S6,TRUE,80,positive,1
S6,FALSE,-50,positive,0
S6,TRUE,50,positive,1
S6,TRUE,80,positive,1
S6,FALSE,-30,positive,1
S6,FALSE,0,positive,0
S6,FALSE,-20,positive,1
S6,TRUE,40,positive,1
S6,TRUE,60,positive,1
S6,FALSE,-70,positive,0
S6,TRUE,80,positive,1
S6,FALSE,-80,positive,0
S6,FALSE,0,positive,1
S6,FALSE,-0,positive,0
S6,FALSE,-40,positive,0
S6,FALSE,-40,positive,0
S6,TRUE,-80,positive,0
S6,FALSE,-30,positive,1
S6,TRUE,-80,positive,0
S6,TRUE,30,positive,1
S6,TRUE,-0,positive,1
S6,TRUE,-60,positive,0
S6,FALSE,-40,positive,0
S6,FALSE,-30,positive,0
S6,TRUE,30,positive,1
S6,FALSE,80,positive,1
S6,FALSE,-60,positive,0
S6,TRUE,70,positive,1
S6,TRUE,60,positive,1
S6,FALSE,-40,positive,1
S6,TRUE,-20,positive,1
S6,FALSE,-10,positive,1
S6,TRUE,-50,positive,0
S6,FALSE,40,positive,1
S6,FALSE,80,positive,1
S6,FALSE,70,positive,1
S6,TRUE,-70,positive,0
S6,TRUE,80,positive,1
S6,FALSE,-10,positive,0
S6,FALSE,-40,positive,0
S6,FALSE,40,positive,1
S6,TRUE,40,positive,1
S6,FALSE,0,positive,1
S6,TRUE,-80,positive,0
S6,FALSE,-60,positive,0
S6,TRUE,20,positive,1
S6,TRUE,40,positive,1
S6,FALSE,60,positive,1
S6,TRUE,-60,positive,0
S6,FALSE,0,positive,1
S6,TRUE,20,positive,1
S6,FALSE,0,positive,0
S6,TRUE,-10,positive,0
S6,TRUE,0,positive,0
S6,TRUE,30,positive,1
S6,TRUE,-80,positive,0
S6,FALSE,40,positive,1
S6,FALSE,-30,positive,0
S6,FALSE,-30,positive,0
S6,FALSE,0,positive,0
S6,TRUE,-70,positive,1
S6,FALSE,30,positive,1
S6,TRUE,-60,positive,0
S6,FALSE,70,positive,1
S6,TRUE,20,positive,1
S6,TRUE,-80,positive,1
S6,TRUE,-0,positive,1
S6,TRUE,70,positive,1
S6,FALSE,0,positive,1
S6,FALSE,-40,positive,0
S6,FALSE,0,positive,0
S6,FALSE,-50,positive,0
S6,TRUE,10,positive,1
S6,TRUE,80,positive,1
S6,FALSE,-80,positive,0
S6,TRUE,-0,positive,1
S6,TRUE,-40,positive,0
S6,TRUE,-70,positive,0
S6,FALSE,-10,positive,0
S6,FALSE,-20,positive,0
S6,TRUE,0,positive,1
S6,TRUE,40,positive,1
S6,TRUE,-40,positive,0
S6,FALSE,10,positive,0
S6,TRUE,30,positive,1
S6,FALSE,50,positive,1
S6,TRUE,-10,positive,0
S6,TRUE,0,positive,0
S6,TRUE,-10,positive,1
S6,TRUE,-70,positive,0
S6,FALSE,-30,positive,0
S6,TRUE,-80,positive,0
S6,FALSE,-20,positive,0
S6,TRUE,-10,positive,1
S6,FALSE,-30,positive,0
S6,FALSE,50,positive,1
S6,FALSE,-20,positive,0
S6,FALSE,-30,positive,0
S6,FALSE,10,positive,1
S6,FALSE,-20,positive,0
S6,TRUE,10,positive,1
S6,FALSE,50,positive,0
S6,FALSE,-70,positive,0
S6,TRUE,-70,positive,0
S6,FALSE,-50,positive,0
S6,TRUE,-40,positive,1
S6,FALSE,-30,positive,1
S6,FALSE,-50,positive,0
S6,FALSE,-80,positive,0
S6,TRUE,60,positive,1
S6,FALSE,-50,positive,0
S6,FALSE,20,positive,1
S6,FALSE,-10,positive,0
S6,TRUE,-50,positive,0
S6,FALSE,70,positive,1
S6,TRUE,-30,positive,1
S6,TRUE,40,positive,1
S6,TRUE,-20,positive,1
S6,TRUE,40,positive,1
S6,FALSE,70,positive,1
S6,TRUE,0,positive,0
S6,FALSE,-10,positive,1
S6,TRUE,-10,positive,1
S6,FALSE,-70,positive,0
S6,TRUE,40,positive,1
S6,TRUE,-10,positive,1
S6,TRUE,70,positive,1
S6,FALSE,-40,positive,0
S6,TRUE,-20,positive,1
S6,FALSE,0,positive,0
S6,FALSE,-20,positive,0
S6,FALSE,50,positive,0
S6,TRUE,-30,positive,1
S6,FALSE,10,positive,1
S6,TRUE,-10,positive,0
S6,TRUE,-70,positive,1
S6,FALSE,30,positive,1
S6,FALSE,-30,positive,0
S6,TRUE,-40,positive,1
S6,FALSE,70,positive,1
S6,FALSE,-20,positive,1
S6,TRUE,60,positive,1
S6,TRUE,50,positive,1
S6,TRUE,-30,positive,0
S6,FALSE,-70,positive,0
S6,TRUE,-20,positive,1
S6,FALSE,40,positive,1
S6,TRUE,70,positive,1
S6,TRUE,70,positive,1
S6,FALSE,-50,positive,0
S6,FALSE,-20,positive,0
S6,TRUE,60,positive,1
S6,FALSE,-30,positive,0
S6,FALSE,0,positive,1
S6,TRUE,70,positive,1
S6,TRUE,-80,positive,0
S6,TRUE,60,positive,1
S6,TRUE,50,positive,1
S6,TRUE,-70,positive,0
S6,TRUE,-50,positive,0
S6,FALSE,-40,positive,0
S6,TRUE,-30,positive,0
S6,FALSE,-70,positive,0
S6,TRUE,-70,positive,0
S6,TRUE,-40,positive,0
S6,FALSE,60,positive,1
S6,TRUE,30,positive,1
S6,TRUE,40,positive,1
S6,TRUE,10,positive,1
S6,TRUE,-50,positive,0
S6,TRUE,50,positive,1
S6,FALSE,-80,positive,0
S6,TRUE,60,positive,1
S6,FALSE,0,positive,1
S6,FALSE,10,positive,0
S6,FALSE,20,positive,1
S6,FALSE,-80,positive,0
S6,TRUE,20,positive,1
S6,FALSE,30,positive,0
S6,TRUE,0,positive,0
S6,FALSE,50,positive,1
S6,FALSE,-60,positive,0
S6,FALSE,70,positive,1
S6,TRUE,-70,positive,0
S6,TRUE,-0,positive,1
S6,TRUE,0,positive,1
S6,FALSE,70,positive,1
S6,FALSE,-40,positive,0
S6,FALSE,30,positive,1
S6,TRUE,20,positive,1
S6,TRUE,-10,positive,1
S6,FALSE,-30,positive,0
S6,TRUE,-70,positive,0
S6,TRUE,10,positive,1
S6,TRUE,-50,positive,0
S6,FALSE,-80,positive,0
S6,TRUE,30,positive,1
S6,TRUE,40,positive,1
S6,FALSE,-20,positive,0
S6,TRUE,-70,positive,0
S6,TRUE,-0,positive,1
S6,FALSE,-60,positive,0
S6,FALSE,-60,positive,0
S6,FALSE,-50,positive,0
S6,FALSE,80,positive,1
S6,FALSE,0,positive,0
S6,TRUE,-10,positive,1
S6,TRUE,-50,positive,0
S6,FALSE,-50,positive,0
S6,TRUE,-80,positive,0
S6,FALSE,50,positive,1
S6,FALSE,-0,positive,0
S6,FALSE,0,positive,1
S6,TRUE,40,positive,1
S6,FALSE,60,positive,1
S6,FALSE,30,positive,1
S6,FALSE,0,positive,0
S6,FALSE,-80,positive,0
S6,TRUE,-10,positive,1
S6,FALSE,-20,positive,1
S6,TRUE,60,positive,1
S6,FALSE,80,positive,1
S6,TRUE,0,positive,1
S6,FALSE,50,positive,1
S6,FALSE,50,positive,1
S6,FALSE,-60,positive,0
S6,TRUE,70,positive,1
S6,FALSE,60,positive,1
S6,TRUE,-10,positive,1
S6,TRUE,40,positive,1
S6,TRUE,-10,positive,1
S6,FALSE,-10,positive,0
S6,FALSE,20,positive,0
S6,FALSE,40,positive,1
S6,TRUE,-80,positive,0
S6,FALSE,-60,positive,0
S6,FALSE,20,positive,1
S6,TRUE,-50,positive,1
S6,TRUE,40,positive,1
S6,TRUE,50,positive,1
S6,TRUE,-50,positive,0
S6,TRUE,-20,positive,1
S6,FALSE,70,positive,1
S6,TRUE,60,positive,1
S6,FALSE,-80,positive,0
S6,TRUE,-40,positive,1
S6,TRUE,-20,positive,1
S6,FALSE,-80,positive,0
S6,FALSE,80,positive,1
S6,TRUE,30,positive,1
S6,FALSE,-20,positive,0
S6,TRUE,-80,positive,1
S6,TRUE,-50,positive,0
S6,FALSE,50,positive,1
S6,FALSE,30,positive,1
S6,TRUE,50,positive,1
S6,FALSE,60,positive,1
S6,TRUE,-10,positive,0
S6,TRUE,-40,positive,0
S6,TRUE,-80,positive,0
S6,TRUE,40,positive,1
S6,TRUE,-70,positive,0
S6,TRUE,-40,positive,0
S6,TRUE,70,positive,1
S6,TRUE,-60,positive,1
S6,TRUE,-60,positive,1
S6,TRUE,-10,positive,1
S6,FALSE,80,positive,1
S6,TRUE,80,positive,1
S6,TRUE,70,positive,1
S6,FALSE,20,positive,1
S6,TRUE,-20,positive,0
S6,FALSE,-60,positive,0
S6,FALSE,-60,positive,0
S6,TRUE,60,positive,1
S6,FALSE,-60,positive,0
S6,FALSE,-30,positive,0
S6,TRUE,80,positive,1
S6,FALSE,50,positive,0
S6,FALSE,-60,positive,0
S6,FALSE,60,positive,1
S6,TRUE,-10,positive,0
S6,TRUE,-0,positive,1
S6,TRUE,20,positive,1
S6,FALSE,80,positive,1
S6,TRUE,20,positive,1
S6,FALSE,0,positive,0
S6,FALSE,-50,positive,0
S6,FALSE,70,positive,1
S6,TRUE,60,positive,1
S6,FALSE,60,positive,1
S6,FALSE,-50,positive,0
S6,TRUE,-10,positive,1
S6,TRUE,-0,positive,0
S6,TRUE,50,positive,1
S6,TRUE,-10,positive,1
S6,TRUE,-40,positive,1
S6,FALSE,-50,positive,0
S6,TRUE,0,positive,1
S6,TRUE,-0,positive,0
S6,TRUE,50,positive,1
S6,FALSE,80,positive,1
S6,FALSE,-70,positive,1
S6,TRUE,-20,positive,0
S6,FALSE,-70,positive,0
S6,TRUE,50,positive,1
S6,FALSE,60,positive,1
S6,TRUE,-80,positive,0
S6,FALSE,-0,positive,0
S6,FALSE,0,positive,0
S6,FALSE,-50,positive,1
S6,FALSE,-80,positive,0
S6,FALSE,-20,positive,1
S6,FALSE,-20,positive,0
S6,TRUE,0,positive,1
S6,TRUE,40,positive,1
S6,FALSE,0,positive,1
S6,TRUE,-80,positive,0
S6,TRUE,-40,positive,1
S6,TRUE,-30,positive,0
S6,FALSE,40,positive,1
S6,TRUE,60,positive,1
S6,TRUE,-70,positive,0
S6,FALSE,40,positive,1
S6,TRUE,-10,positive,1
S6,TRUE,-80,positive,0
S6,TRUE,-50,positive,0
S6,FALSE,-80,positive,0
S6,TRUE,-50,positive,0
S6,FALSE,70,positive,1
S6,TRUE,-70,positive,0
S6,FALSE,-30,positive,0
S6,FALSE,-80,positive,0
S6,TRUE,-20,positive,0
S6,FALSE,40,positive,1
S6,FALSE,-60,positive,0
S6,TRUE,80,positive,1
S6,FALSE,-50,positive,0
S6,TRUE,70,positive,1
S6,TRUE,-60,positive,0
S6,TRUE,70,positive,1
S6,TRUE,-40,positive,1
S6,TRUE,0,positive,1
S6,TRUE,0,positive,0
S6,FALSE,0,positive,1
S6,FALSE,80,positive,1
S6,FALSE,30,positive,1
S6,TRUE,50,positive,1
S6,TRUE,-60,positive,1
S6,FALSE,40,positive,1
S6,TRUE,-80,positive,0
S6,FALSE,20,positive,1
S6,FALSE,0,positive,0
S6,FALSE,-20,positive,0
S6,TRUE,-70,positive,0
S6,FALSE,-30,positive,1
S6,TRUE,10,positive,1
S6,FALSE,80,positive,0
S6,FALSE,-0,positive,0
S6,FALSE,40,positive,1
S6,FALSE,20,positive,1
S6,FALSE,-70,positive,0
S6,FALSE,-10,positive,0
S6,TRUE,-0,positive,1
S6,TRUE,60,positive,1
S6,TRUE,-70,positive,0
S6,TRUE,-10,positive,0
S6,FALSE,60,positive,1
S6,TRUE,50,positive,1
S6,FALSE,40,positive,1
S6,FALSE,-20,positive,1
S6,TRUE,0,positive,1
S6,FALSE,70,positive,1
S6,TRUE,0,positive,0
S6,TRUE,-20,positive,1
S6,TRUE,-50,positive,0
S6,FALSE,-50,positive,0
S6,TRUE,-40,positive,1
S6,TRUE,10,positive,0
S6,FALSE,80,positive,1
S6,TRUE,-40,positive,0
S6,TRUE,20,positive,1
S6,FALSE,80,positive,1
S6,TRUE,40,positive,1
S6,TRUE,80,positive,1
S6,FALSE,80,positive,1
S6,FALSE,-30,positive,0
S6,FALSE,30,positive,1
S6,FALSE,0,positive,0
S6,FALSE,10,positive,1
S6,FALSE,40,positive,1
S6,FALSE,10,positive,1
S6,FALSE,-80,positive,0
S6,TRUE,-20,positive,1
S6,TRUE,-80,positive,0
S6,TRUE,-30,positive,0
S6,FALSE,-40,positive,0
S6,FALSE,40,positive,1
S6,FALSE,-50,positive,0
S6,FALSE,-20,positive,0
S6,TRUE,-40,positive,0
S6,FALSE,10,positive,1
S6,FALSE,-80,positive,0
S6,TRUE,20,positive,1
S6,FALSE,-20,positive,0
S6,FALSE,-70,positive,0
S6,FALSE,-10,positive,0
S6,FALSE,-60,positive,0
S6,TRUE,30,positive,1
S6,TRUE,10,positive,0
S7,TRUE,-20,positive,1
S7,TRUE,50,positive,0
S7,FALSE,-20,positive,0
S7,TRUE,40,positive,1
S7,TRUE,-0,positive,1
S7,TRUE,40,positive,0
S7,FALSE,-80,positive,0
S7,TRUE,0,positive,0
S7,TRUE,70,positive,0
S7,TRUE,80,positive,0
S7,FALSE,0,positive,0
S7,FALSE,-40,positive,0
S7,FALSE,0,positive,1
S7,TRUE,80,positive,1
S7,FALSE,-30,positive,0
S7,FALSE,80,positive,1
S7,FALSE,-60,positive,0
S7,TRUE,40,positive,0
S7,TRUE,60,positive,1
S7,TRUE,60,positive,0
S7,TRUE,60,positive,1
S7,FALSE,-80,positive,1
S7,TRUE,-60,positive,1
S7,FALSE,40,positive,1
S7,FALSE,10,positive,0
S7,TRUE,-70,positive,0
S7,FALSE,0,positive,0
S7,FALSE,70,positive,1
S7,FALSE,0,positive,0
S7,TRUE,-60,positive,0
S7,TRUE,-10,positive,0
S7,TRUE,0,positive,1
S7,TRUE,0,positive,0
S7,TRUE,60,positive,1
S7,FALSE,-30,positive,0
S7,TRUE,-80,positive,0
S7,FALSE,-70,positive,0
S7,FALSE,-80,positive,0
S7,FALSE,40,positive,1
S7,TRUE,-70,positive,0
S7,TRUE,-50,positive,1
S7,TRUE,0,positive,0
S7,TRUE,-80,positive,1
S7,TRUE,-0,positive,1
S7,TRUE,80,positive,1
S7,TRUE,0,positive,0
S7,TRUE,-80,positive,0
S7,FALSE,-70,positive,0
S7,FALSE,-20,positive,1
S7,TRUE,-10,positive,1
S7,TRUE,-10,positive,0
S7,FALSE,60,positive,1
S7,TRUE,50,positive,1
S7,TRUE,20,positive,1
S7,TRUE,-80,positive,1
S7,TRUE,70,positive,1
S7,TRUE,-50,positive,0
S7,FALSE,-60,positive,0
S7,FALSE,10,positive,1
S7,TRUE,-80,positive,1
S7,FALSE,-10,positive,1
S7,FALSE,10,positive,0
S7,TRUE,-40,positive,0
S7,TRUE,-20,positive,1
S7,TRUE,-50,positive,1
S7,TRUE,0,positive,0
S7,FALSE,10,positive,1
S7,TRUE,-80,positive,1
S7,FALSE,-40,positive,0
S7,FALSE,-30,positive,1
S7,FALSE,10,positive,1
S7,TRUE,-30,positive,0
S7,TRUE,40,positive,0
S7,TRUE,10,positive,0
S7,TRUE,-0,positive,0
S7,FALSE,50,positive,0
S7,FALSE,-40,positive,0
S7,FALSE,-80,positive,0
S7,FALSE,70,positive,1
S7,TRUE,30,positive,0
S7,FALSE,60,positive,0
S7,TRUE,30,positive,1
S7,FALSE,-20,positive,0
S7,FALSE,50,positive,1
S7,FALSE,70,positive,0
S7,FALSE,60,positive,1
S7,TRUE,70,positive,1
S7,FALSE,-70,positive,0
S7,TRUE,60,positive,1
S7,TRUE,20,positive,0
S7,TRUE,10,positive,1
S7,FALSE,-60,positive,0
S7,TRUE,-20,positive,0
S7,FALSE,0,positive,1
S7,TRUE,40,positive,1
S7,FALSE,80,positive,1
S7,FALSE,30,positive,1
S7,TRUE,60,positive,1
S7,TRUE,-80,positive,0
S7,TRUE,10,positive,0
S7,FALSE,20,positive,1
S7,TRUE,-80,positive,0
S7,TRUE,-20,positive,1
S7,FALSE,-30,positive,0
S7,FALSE,-70,positive,0
S7,FALSE,40,positive,1
S7,TRUE,-30,positive,0
S7,FALSE,40,positive,1
S7,TRUE,10,positive,1
S7,TRUE,-70,positive,0
S7,FALSE,-80,positive,0
S7,FALSE,20,positive,1
S7,FALSE,10,positive,0
S7,FALSE,40,positive,0
S7,FALSE,-40,positive,0
S7,TRUE,-20,positive,1
S7,TRUE,-20,positive,1
S7,FALSE,10,positive,1
S7,FALSE,0,positive,0
